date,category,product,units_sold,revenue,product_price,promo_flag,is_holiday_season,category_popularity_30d
2024-02-11,Toys,Building Blocks,58,2003.45,34.54,0,0,0.9
2024-02-11,Sports,Yoga Mat,52,2285.29,43.95,0,0,0.96
2024-02-11,Beauty,Face Serum,187,3949.76,21.12,0,0,1.14
2024-02-12,Electronics,Smart Speaker,16,2273.6,142.1,0,0,0.99
2024-02-12,Groceries,Organic Cereal,421,1993.82,4.74,0,0,1.19
2024-02-12,Clothing,Running Shoes,71,4368.18,61.52,0,0,0.88
2024-02-12,Books,Business Book,111,2667.07,24.03,0,0,0.99
2024-02-12,Furniture,Office Chair,10,1231.99,123.2,0,0,0.84
2024-02-12,Toys,Building Blocks,75,2737.73,36.5,0,0,1.01
2024-02-12,Sports,Yoga Mat,54,2579.8,47.77,0,0,0.92
2024-02-12,Beauty,Face Serum,202,4122.84,20.41,0,0,1.0
2024-02-13,Electronics,Smart Speaker,13,1885.63,145.05,0,0,0.86
2024-02-13,Groceries,Organic Cereal,438,2123.94,4.85,0,0,0.96
2024-02-13,Clothing,Running Shoes,69,4218.19,61.13,0,0,1.09
2024-02-13,Books,Business Book,121,3031.68,25.06,0,0,0.91
2024-02-13,Furniture,Office Chair,12,1342.3,111.86,0,0,1.06
2024-02-13,Toys,Building Blocks,79,2586.36,32.74,0,0,0.97
2024-02-13,Sports,Yoga Mat,59,2733.9,46.34,0,0,0.92
2024-02-13,Beauty,Face Serum,190,4083.67,21.49,0,0,0.86
2024-02-14,Electronics,Smart Speaker,21,2923.48,139.21,0,0,0.92
2024-02-14,Groceries,Organic Cereal,422,1997.02,4.73,0,0,1.07
2024-02-14,Clothing,Running Shoes,75,4868.07,64.91,0,0,1.02
2024-02-14,Books,Business Book,112,3052.97,27.26,0,0,0.98
2024-02-14,Furniture,Office Chair,9,1097.31,121.92,0,0,0.93
2024-02-14,Toys,Building Blocks,61,2165.39,35.5,0,0,0.87
2024-02-14,Sports,Yoga Mat,50,2212.81,44.26,0,0,1.03
2024-02-14,Beauty,Face Serum,188,3756.27,19.98,0,0,0.96
2024-02-15,Electronics,Smart Speaker,11,1636.77,148.8,0,0,0.96
2024-02-15,Groceries,Organic Cereal,440,1996.72,4.54,0,0,0.98
2024-02-15,Clothing,Running Shoes,77,4408.96,57.26,0,0,1.04
2024-02-15,Books,Business Book,97,2499.74,25.77,0,0,1.0
2024-02-15,Furniture,Office Chair,7,824.34,117.76,0,0,0.89
2024-02-15,Toys,Building Blocks,74,2471.24,33.4,0,0,1.07
2024-02-15,Sports,Yoga Mat,54,2403.45,44.51,0,0,0.93
2024-02-15,Beauty,Face Serum,177,3674.5,20.76,0,0,0.8
2024-02-16,Electronics,Smart Speaker,15,2152.21,143.48,0,0,1.16
2024-02-16,Groceries,Organic Cereal,417,1989.0,4.77,0,0,1.07
2024-02-16,Clothing,Running Shoes,73,4372.17,59.89,0,0,0.82
2024-02-16,Books,Business Book,110,2701.84,24.56,0,0,1.05
2024-02-16,Furniture,Office Chair,13,1380.69,106.21,0,0,1.03
2024-02-16,Toys,Building Blocks,60,2133.74,35.56,0,0,0.97
2024-02-16,Sports,Yoga Mat,59,2860.33,48.48,0,0,1.03
2024-02-16,Beauty,Face Serum,220,3985.46,18.12,0,0,1.09
2024-02-17,Electronics,Smart Speaker,9,1253.01,139.22,0,0,0.89
2024-02-17,Groceries,Organic Cereal,439,2112.84,4.81,0,0,0.99
2024-02-17,Clothing,Running Shoes,111,6124.3,55.17,0,0,0.79
2024-02-17,Books,Business Book,111,2559.38,23.06,0,0,1.1
2024-02-17,Furniture,Office Chair,8,867.96,108.49,0,0,0.9
2024-02-17,Toys,Building Blocks,70,2233.02,31.9,0,0,0.92
2024-02-17,Sports,Yoga Mat,48,2335.34,48.65,0,0,1.12
2024-02-17,Beauty,Face Serum,194,4311.28,22.22,0,0,1.08
2024-02-18,Electronics,Smart Speaker,13,1987.28,152.87,0,0,0.89
2024-02-18,Groceries,Organic Cereal,419,2135.58,5.1,0,0,0.91
2024-02-18,Clothing,Running Shoes,81,4538.16,56.03,0,0,1.05
2024-02-18,Books,Business Book,107,2646.13,24.73,0,0,0.87
2024-02-18,Furniture,Office Chair,9,1096.15,121.79,0,0,1.12
2024-02-18,Toys,Building Blocks,78,2767.27,35.48,0,0,0.86
2024-02-18,Sports,Yoga Mat,60,2865.16,47.75,0,0,0.91
2024-02-18,Beauty,Face Serum,218,4568.94,20.96,0,0,0.97
2024-02-19,Electronics,Smart Speaker,16,2402.97,150.19,0,0,1.05
2024-02-19,Groceries,Organic Cereal,368,1873.21,5.09,0,0,1.11
2024-02-19,Clothing,Running Shoes,78,4664.25,59.8,0,0,1.17
2024-02-19,Books,Business Book,93,2312.44,24.86,0,0,0.96
2024-02-19,Furniture,Office Chair,9,1134.3,126.03,0,0,1.0
2024-02-19,Toys,Building Blocks,68,2317.04,34.07,0,0,0.92
2024-02-19,Sports,Yoga Mat,61,2731.23,44.77,0,0,0.95
2024-02-19,Beauty,Face Serum,193,4055.53,21.01,0,0,1.06
2024-02-20,Electronics,Smart Speaker,19,2923.77,153.88,0,0,0.99
2024-02-20,Groceries,Organic Cereal,418,1945.89,4.66,0,0,1.04
2024-02-20,Clothing,Running Shoes,90,5226.69,58.07,0,0,0.94
2024-02-20,Books,Business Book,83,2289.86,27.59,0,0,1.16
2024-02-20,Furniture,Office Chair,11,1218.3,110.75,0,0,1.04
2024-02-20,Toys,Building Blocks,57,2029.17,35.6,0,0,1.0
2024-02-20,Sports,Yoga Mat,44,2012.15,45.73,0,0,0.97
2024-02-20,Beauty,Face Serum,167,3522.01,21.09,0,0,1.1
2024-02-21,Electronics,Smart Speaker,13,2065.23,158.86,0,0,0.88
2024-02-21,Groceries,Organic Cereal,399,1968.0,4.93,0,0,0.98
2024-02-21,Clothing,Running Shoes,72,4426.93,61.49,0,0,1.01
2024-02-21,Books,Business Book,104,2570.82,24.72,0,0,1.01
2024-02-21,Furniture,Office Chair,14,1678.25,119.88,0,0,1.13
2024-02-21,Toys,Building Blocks,66,2269.32,34.38,0,0,0.98
2024-02-21,Sports,Yoga Mat,48,2243.91,46.75,0,0,1.27
2024-02-21,Beauty,Face Serum,220,4487.17,20.4,0,0,1.15
2024-02-22,Electronics,Smart Speaker,13,1942.2,149.4,0,0,0.83
2024-02-22,Groceries,Organic Cereal,405,1920.04,4.74,0,0,1.09
2024-02-22,Clothing,Running Shoes,64,4028.72,62.95,0,0,0.79
2024-02-22,Books,Business Book,88,2397.72,27.25,0,0,0.9
2024-02-22,Furniture,Office Chair,16,2022.02,126.38,0,0,0.96
2024-02-22,Toys,Building Blocks,75,2465.61,32.87,0,0,1.0
2024-02-22,Sports,Yoga Mat,50,2082.06,41.64,0,0,0.84
2024-02-22,Beauty,Face Serum,199,3800.49,19.1,0,0,0.95
2024-02-23,Electronics,Smart Speaker,10,1443.69,144.37,0,0,0.85
2024-02-23,Groceries,Organic Cereal,427,2330.11,5.46,0,0,0.96
2024-02-23,Clothing,Running Shoes,77,4588.59,59.59,0,0,0.77
2024-02-23,Books,Business Book,114,2891.91,25.37,0,0,0.99
2024-02-23,Furniture,Office Chair,5,628.84,125.77,0,0,0.98
2024-02-23,Toys,Building Blocks,59,2073.82,35.15,0,0,1.06
2024-02-23,Sports,Yoga Mat,61,2956.37,48.47,0,0,0.82
2024-02-23,Beauty,Face Serum,186,3813.0,20.5,0,0,1.03
2024-02-24,Electronics,Smart Speaker,16,2382.19,148.89,0,0,0.88
2024-02-24,Groceries,Organic Cereal,460,2320.55,5.04,0,0,1.26
2024-02-24,Clothing,Running Shoes,96,5238.61,54.57,0,0,1.08
2024-02-24,Books,Business Book,114,2961.71,25.98,0,0,1.11
2024-02-24,Furniture,Office Chair,15,1657.58,110.51,0,0,1.02
2024-02-24,Toys,Building Blocks,68,2361.86,34.73,0,0,0.96
2024-02-24,Sports,Yoga Mat,49,2219.46,45.3,0,0,1.05
2024-02-24,Beauty,Face Serum,243,4571.13,18.81,0,0,1.04
2024-02-25,Electronics,Smart Speaker,15,2206.4,147.09,0,0,1.06
2024-02-25,Groceries,Organic Cereal,450,2177.82,4.84,0,0,0.84
2024-02-25,Clothing,Running Shoes,75,4622.57,61.63,0,0,0.86
2024-02-25,Books,Business Book,130,3099.78,23.84,0,0,1.06
2024-02-25,Furniture,Office Chair,12,1397.92,116.49,0,0,1.11
2024-02-25,Toys,Building Blocks,60,2358.93,39.32,0,0,1.0
2024-02-25,Sports,Yoga Mat,63,2777.81,44.09,0,0,1.14
2024-02-25,Beauty,Face Serum,238,4450.74,18.7,0,0,1.02
2024-02-26,Electronics,Smart Speaker,13,1890.1,145.39,0,0,0.91
2024-02-26,Groceries,Organic Cereal,416,1984.32,4.77,0,0,1.12
2024-02-26,Clothing,Running Shoes,74,4289.02,57.96,0,0,1.06
2024-02-26,Books,Business Book,106,2669.06,25.18,0,0,0.95
2024-02-26,Furniture,Office Chair,13,1727.03,132.85,0,0,0.94
2024-02-26,Toys,Building Blocks,68,2380.67,35.01,0,0,0.98
2024-02-26,Sports,Yoga Mat,51,2402.35,47.1,0,0,1.19
2024-02-26,Beauty,Face Serum,177,3351.8,18.94,0,0,0.98
2024-02-27,Electronics,Smart Speaker,11,1671.27,151.93,0,0,1.03
2024-02-27,Groceries,Organic Cereal,424,1944.84,4.59,0,0,0.91
2024-02-27,Clothing,Running Shoes,81,4839.1,59.74,0,0,0.97
2024-02-27,Books,Business Book,99,2347.5,23.71,0,0,1.05
2024-02-27,Furniture,Office Chair,5,592.92,118.58,0,0,0.96
2024-02-27,Toys,Building Blocks,74,2458.69,33.23,0,0,1.1
2024-02-27,Sports,Yoga Mat,42,1881.74,44.8,0,0,0.81
2024-02-27,Beauty,Face Serum,182,3805.77,20.91,0,0,1.1
2024-02-28,Electronics,Smart Speaker,20,2843.55,142.18,1,0,0.91
2024-02-28,Groceries,Organic Cereal,449,2336.49,5.2,1,0,1.0
2024-02-28,Clothing,Running Shoes,102,6116.21,59.96,1,0,0.93
2024-02-28,Books,Business Book,123,3047.58,24.78,1,0,1.23
2024-02-28,Furniture,Office Chair,15,1829.11,121.94,1,0,0.89
2024-02-28,Toys,Building Blocks,67,2513.19,37.51,1,0,0.95
2024-02-28,Sports,Yoga Mat,64,3104.54,48.51,1,0,1.01
2024-02-28,Beauty,Face Serum,247,4772.4,19.32,1,0,0.96
2024-02-29,Electronics,Smart Speaker,14,2189.43,156.39,0,0,1.15
2024-02-29,Groceries,Organic Cereal,394,2150.46,5.46,0,0,1.2
2024-02-29,Clothing,Running Shoes,73,4416.37,60.5,0,0,1.14
2024-02-29,Books,Business Book,109,2718.22,24.94,0,0,1.1
2024-02-29,Furniture,Office Chair,11,1293.86,117.62,0,0,0.95
2024-02-29,Toys,Building Blocks,73,2592.42,35.51,0,0,0.9
2024-02-29,Sports,Yoga Mat,54,2249.73,41.66,0,0,0.97
2024-02-29,Beauty,Face Serum,184,3683.25,20.02,0,0,1.02
2024-03-01,Electronics,Smart Speaker,12,1963.83,163.65,1,0,0.99
2024-03-01,Groceries,Organic Cereal,450,2268.72,5.04,1,0,1.08
2024-03-01,Clothing,Running Shoes,80,4909.24,61.37,1,0,0.97
2024-03-01,Books,Business Book,137,3334.45,24.34,1,0,0.94
2024-03-01,Furniture,Office Chair,13,1547.78,119.06,1,0,1.05
2024-03-01,Toys,Building Blocks,70,2445.71,34.94,1,0,0.95
2024-03-01,Sports,Yoga Mat,61,2908.68,47.68,1,0,1.04
2024-03-01,Beauty,Face Serum,242,4760.45,19.67,1,0,0.93
2024-03-02,Electronics,Smart Speaker,11,1809.97,164.54,0,0,1.07
2024-03-02,Groceries,Organic Cereal,402,2116.47,5.26,0,0,0.92
2024-03-02,Clothing,Running Shoes,87,5278.15,60.67,0,0,0.89
2024-03-02,Books,Business Book,117,2882.03,24.63,0,0,0.91
2024-03-02,Furniture,Office Chair,17,2093.4,123.14,0,0,0.97
2024-03-02,Toys,Building Blocks,77,2613.63,33.94,0,0,1.02
2024-03-02,Sports,Yoga Mat,53,2332.16,44.0,0,0,1.21
2024-03-02,Beauty,Face Serum,209,4200.86,20.1,0,0,0.97
2024-03-03,Electronics,Smart Speaker,19,3094.98,162.89,0,0,0.82
2024-03-03,Groceries,Organic Cereal,407,2240.01,5.5,0,0,1.0
2024-03-03,Clothing,Running Shoes,82,5099.81,62.19,0,0,1.12
2024-03-03,Books,Business Book,143,3437.84,24.04,0,0,1.09
2024-03-03,Furniture,Office Chair,13,1580.34,121.56,0,0,1.04
2024-03-03,Toys,Building Blocks,67,2317.82,34.59,0,0,1.05
2024-03-03,Sports,Yoga Mat,66,3206.0,48.58,0,0,1.11
2024-03-03,Beauty,Face Serum,200,4405.56,22.03,0,0,0.91
2024-03-04,Electronics,Smart Speaker,21,3074.79,146.42,0,0,0.82
2024-03-04,Groceries,Organic Cereal,374,1828.67,4.89,0,0,1.14
2024-03-04,Clothing,Running Shoes,84,4873.64,58.02,0,0,0.99
2024-03-04,Books,Business Book,113,2697.02,23.87,0,0,1.06
2024-03-04,Furniture,Office Chair,12,1371.28,114.27,0,0,1.11
2024-03-04,Toys,Building Blocks,83,2702.89,32.56,0,0,0.99
2024-03-04,Sports,Yoga Mat,51,2191.44,42.97,0,0,1.12
2024-03-04,Beauty,Face Serum,192,3797.84,19.78,0,0,0.99
2024-03-05,Electronics,Smart Speaker,18,2465.59,136.98,1,0,1.06
2024-03-05,Groceries,Organic Cereal,523,2488.61,4.76,1,0,0.84
2024-03-05,Clothing,Running Shoes,89,4977.01,55.92,1,0,1.04
2024-03-05,Books,Business Book,138,3446.25,24.97,1,0,1.16
2024-03-05,Furniture,Office Chair,5,635.59,127.12,1,0,1.05
2024-03-05,Toys,Building Blocks,92,3169.76,34.45,1,0,0.95
2024-03-05,Sports,Yoga Mat,65,3078.38,47.36,1,0,1.07
2024-03-05,Beauty,Face Serum,224,4482.85,20.01,1,0,0.88
2024-03-06,Electronics,Smart Speaker,16,2446.42,152.9,0,0,1.07
2024-03-06,Groceries,Organic Cereal,395,1955.53,4.95,0,0,1.04
2024-03-06,Clothing,Running Shoes,81,4413.1,54.48,0,0,1.06
2024-03-06,Books,Business Book,104,2669.41,25.67,0,0,0.9
2024-03-06,Furniture,Office Chair,8,950.27,118.78,0,0,0.92
2024-03-06,Toys,Building Blocks,70,2147.63,30.68,0,0,0.84
2024-03-06,Sports,Yoga Mat,58,2422.8,41.77,0,0,0.99
2024-03-06,Beauty,Face Serum,195,3743.91,19.2,0,0,0.92
2024-03-07,Electronics,Smart Speaker,12,1769.0,147.42,0,0,1.07
2024-03-07,Groceries,Organic Cereal,402,2013.85,5.01,0,0,1.05
2024-03-07,Clothing,Running Shoes,68,4107.77,60.41,0,0,1.0
2024-03-07,Books,Business Book,89,2266.61,25.47,0,0,0.95
2024-03-07,Furniture,Office Chair,4,477.27,119.32,0,0,0.91
2024-03-07,Toys,Building Blocks,58,2097.57,36.17,0,0,1.03
2024-03-07,Sports,Yoga Mat,48,2251.5,46.91,0,0,0.77
2024-03-07,Beauty,Face Serum,204,4207.24,20.62,0,0,1.04
2024-03-08,Electronics,Smart Speaker,11,1789.47,162.68,1,0,1.02
2024-03-08,Groceries,Organic Cereal,464,2508.38,5.41,1,0,0.98
2024-03-08,Clothing,Running Shoes,96,6336.09,66.0,1,0,1.21
2024-03-08,Books,Business Book,148,3762.11,25.42,1,0,1.1
2024-03-08,Furniture,Office Chair,8,1023.42,127.93,1,0,0.83
2024-03-08,Toys,Building Blocks,79,2700.91,34.19,1,0,1.0
2024-03-08,Sports,Yoga Mat,80,3347.87,41.85,1,0,0.94
2024-03-08,Beauty,Face Serum,270,5192.27,19.23,1,0,1.13
2024-03-09,Electronics,Smart Speaker,18,2648.74,147.15,0,0,0.98
2024-03-09,Groceries,Organic Cereal,405,2010.72,4.96,0,0,0.97
2024-03-09,Clothing,Running Shoes,87,5530.68,63.57,0,0,1.04
2024-03-09,Books,Business Book,138,2991.62,21.68,0,0,1.09
2024-03-09,Furniture,Office Chair,9,1197.2,133.02,0,0,1.1
2024-03-09,Toys,Building Blocks,70,2614.63,37.35,0,0,1.07
2024-03-09,Sports,Yoga Mat,50,2060.07,41.2,0,0,1.07
2024-03-09,Beauty,Face Serum,203,4096.85,20.18,0,0,0.94
2024-03-10,Electronics,Smart Speaker,7,1128.97,161.28,0,0,1.02
2024-03-10,Groceries,Organic Cereal,449,2315.57,5.16,0,0,0.78
2024-03-10,Clothing,Running Shoes,94,5991.61,63.74,0,0,1.11
2024-03-10,Books,Business Book,99,2391.75,24.16,0,0,1.08
2024-03-10,Furniture,Office Chair,7,811.97,116.0,0,0,1.07
2024-03-10,Toys,Building Blocks,68,2570.68,37.8,0,0,1.03
2024-03-10,Sports,Yoga Mat,75,3257.93,43.44,0,0,1.04
2024-03-10,Beauty,Face Serum,224,4346.55,19.4,0,0,1.04
2024-03-11,Electronics,Smart Speaker,18,2539.13,141.06,0,0,1.0
2024-03-11,Groceries,Organic Cereal,379,2086.7,5.51,0,0,0.99
2024-03-11,Clothing,Running Shoes,82,4918.65,59.98,0,0,1.04
2024-03-11,Books,Business Book,102,2712.78,26.6,0,0,0.89
2024-03-11,Furniture,Office Chair,9,1062.9,118.1,0,0,0.92
2024-03-11,Toys,Building Blocks,62,2365.75,38.16,0,0,1.17
2024-03-11,Sports,Yoga Mat,49,2351.46,47.99,0,0,1.0
2024-03-11,Beauty,Face Serum,215,4255.19,19.79,0,0,1.18
2024-03-12,Electronics,Smart Speaker,15,2291.51,152.77,0,0,0.97
2024-03-12,Groceries,Organic Cereal,387,1969.7,5.09,0,0,0.88
2024-03-12,Clothing,Running Shoes,88,5390.8,61.26,0,0,1.01
2024-03-12,Books,Business Book,137,3438.9,25.1,0,0,1.01
2024-03-12,Furniture,Office Chair,18,1891.22,105.07,0,0,1.08
2024-03-12,Toys,Building Blocks,61,2310.6,37.88,0,0,1.08
2024-03-12,Sports,Yoga Mat,49,2228.11,45.47,0,0,0.98
2024-03-12,Beauty,Face Serum,174,3744.68,21.52,0,0,0.92
2024-03-13,Electronics,Smart Speaker,6,918.45,153.07,0,0,1.02
2024-03-13,Groceries,Organic Cereal,407,1943.01,4.77,0,0,1.14
2024-03-13,Clothing,Running Shoes,87,5118.57,58.83,0,0,1.05
2024-03-13,Books,Business Book,103,2603.14,25.27,0,0,1.08
2024-03-13,Furniture,Office Chair,8,1030.31,128.79,0,0,0.95
2024-03-13,Toys,Building Blocks,80,2707.04,33.84,0,0,1.16
2024-03-13,Sports,Yoga Mat,48,2471.21,51.48,0,0,1.05
2024-03-13,Beauty,Face Serum,201,4111.47,20.46,0,0,1.05
2024-03-14,Electronics,Smart Speaker,17,2482.5,146.03,1,0,0.95
2024-03-14,Groceries,Organic Cereal,478,2354.3,4.93,1,0,1.03
2024-03-14,Clothing,Running Shoes,114,6611.45,58.0,1,0,1.07
2024-03-14,Books,Business Book,130,3303.42,25.41,1,0,1.0
2024-03-14,Furniture,Office Chair,23,2631.51,114.41,1,0,0.88
2024-03-14,Toys,Building Blocks,70,2641.32,37.73,1,0,0.96
2024-03-14,Sports,Yoga Mat,74,3220.13,43.52,1,0,0.93
2024-03-14,Beauty,Face Serum,278,5206.23,18.73,1,0,0.86
2024-03-15,Electronics,Smart Speaker,10,1543.79,154.38,0,0,1.04
2024-03-15,Groceries,Organic Cereal,411,2149.08,5.23,0,0,0.88
2024-03-15,Clothing,Running Shoes,87,5322.1,61.17,0,0,0.97
2024-03-15,Books,Business Book,113,2962.94,26.22,0,0,1.06
2024-03-15,Furniture,Office Chair,14,1710.81,122.2,0,0,0.94
2024-03-15,Toys,Building Blocks,60,2168.3,36.14,0,0,0.93
2024-03-15,Sports,Yoga Mat,71,2993.5,42.16,0,0,0.95
2024-03-15,Beauty,Face Serum,197,3852.02,19.55,0,0,0.97
2024-03-16,Electronics,Smart Speaker,17,2595.25,152.66,0,0,1.04
2024-03-16,Groceries,Organic Cereal,375,1990.45,5.31,0,0,1.06
2024-03-16,Clothing,Running Shoes,99,5915.0,59.75,0,0,1.04
2024-03-16,Books,Business Book,113,2754.85,24.38,0,0,0.92
2024-03-16,Furniture,Office Chair,6,698.48,116.41,0,0,1.06
2024-03-16,Toys,Building Blocks,69,2288.15,33.16,0,0,0.9
2024-03-16,Sports,Yoga Mat,62,2788.69,44.98,0,0,1.11
2024-03-16,Beauty,Face Serum,191,3856.6,20.19,0,0,0.99
2024-03-17,Electronics,Smart Speaker,22,3099.99,140.91,0,0,0.78
2024-03-17,Groceries,Organic Cereal,431,2178.05,5.05,0,0,1.01
2024-03-17,Clothing,Running Shoes,93,5539.49,59.56,0,0,1.06
2024-03-17,Books,Business Book,109,2655.6,24.36,0,0,0.97
2024-03-17,Furniture,Office Chair,10,1249.45,124.95,0,0,0.86
2024-03-17,Toys,Building Blocks,69,2396.43,34.73,0,0,0.7
2024-03-17,Sports,Yoga Mat,71,3442.39,48.48,0,0,1.0
2024-03-17,Beauty,Face Serum,241,4662.63,19.35,0,0,1.08
2024-03-18,Electronics,Smart Speaker,9,1408.02,156.45,0,0,1.02
2024-03-18,Groceries,Organic Cereal,409,2080.87,5.09,0,0,1.07
2024-03-18,Clothing,Running Shoes,93,5526.18,59.42,0,0,1.09
2024-03-18,Books,Business Book,105,2669.39,25.42,0,0,1.08
2024-03-18,Furniture,Office Chair,12,1501.39,125.12,0,0,1.16
2024-03-18,Toys,Building Blocks,85,2766.56,32.55,0,0,0.97
2024-03-18,Sports,Yoga Mat,54,2497.92,46.26,0,0,0.88
2024-03-18,Beauty,Face Serum,203,4131.64,20.35,0,0,1.07
2024-03-19,Electronics,Smart Speaker,14,2124.1,151.72,0,0,1.07
2024-03-19,Groceries,Organic Cereal,419,1942.33,4.64,0,0,1.11
2024-03-19,Clothing,Running Shoes,85,5320.4,62.59,0,0,1.08
2024-03-19,Books,Business Book,103,2627.66,25.51,0,0,1.14
2024-03-19,Furniture,Office Chair,8,955.1,119.39,0,0,0.98
2024-03-19,Toys,Building Blocks,73,2847.83,39.01,0,0,0.96
2024-03-19,Sports,Yoga Mat,63,2494.55,39.6,0,0,0.97
2024-03-19,Beauty,Face Serum,192,4005.13,20.86,0,0,1.15
2024-03-20,Electronics,Smart Speaker,10,1560.75,156.08,0,0,1.23
2024-03-20,Groceries,Organic Cereal,440,2177.54,4.95,0,0,0.89
2024-03-20,Clothing,Running Shoes,77,4586.01,59.56,0,0,0.99
2024-03-20,Books,Business Book,112,3033.54,27.09,0,0,0.94
2024-03-20,Furniture,Office Chair,5,589.66,117.93,0,0,1.02
2024-03-20,Toys,Building Blocks,67,2388.52,35.65,0,0,0.99
2024-03-20,Sports,Yoga Mat,52,2564.71,49.32,0,0,1.18
2024-03-20,Beauty,Face Serum,164,3694.89,22.53,0,0,1.0
2024-03-21,Electronics,Smart Speaker,20,3026.29,151.31,0,0,1.02
2024-03-21,Groceries,Organic Cereal,428,2066.69,4.83,0,0,0.9
2024-03-21,Clothing,Running Shoes,90,5609.8,62.33,0,0,0.88
2024-03-21,Books,Business Book,85,2286.17,26.9,0,0,1.18
2024-03-21,Furniture,Office Chair,9,1068.62,118.74,0,0,1.08
2024-03-21,Toys,Building Blocks,67,2399.89,35.82,0,0,1.15
2024-03-21,Sports,Yoga Mat,52,2251.43,43.3,0,0,1.08
2024-03-21,Beauty,Face Serum,186,3786.52,20.36,0,0,0.98
2024-03-22,Electronics,Smart Speaker,12,1635.44,136.29,0,0,1.05
2024-03-22,Groceries,Organic Cereal,361,1955.37,5.42,0,0,1.22
2024-03-22,Clothing,Running Shoes,68,4054.73,59.63,0,0,1.07
2024-03-22,Books,Business Book,101,2465.63,24.41,0,0,0.92
2024-03-22,Furniture,Office Chair,8,950.17,118.77,0,0,1.08
2024-03-22,Toys,Building Blocks,63,2384.15,37.84,0,0,0.99
2024-03-22,Sports,Yoga Mat,51,2537.43,49.75,0,0,1.09
2024-03-22,Beauty,Face Serum,200,3645.69,18.23,0,0,1.01
2024-03-23,Electronics,Smart Speaker,26,3790.18,145.78,1,0,1.2
2024-03-23,Groceries,Organic Cereal,546,2908.57,5.33,1,0,0.8
2024-03-23,Clothing,Running Shoes,108,6911.21,63.99,1,0,0.96
2024-03-23,Books,Business Book,143,3693.31,25.83,1,0,0.85
2024-03-23,Furniture,Office Chair,14,1596.83,114.06,1,0,1.21
2024-03-23,Toys,Building Blocks,73,2602.09,35.65,1,0,0.79
2024-03-23,Sports,Yoga Mat,57,2932.36,51.44,1,0,0.96
2024-03-23,Beauty,Face Serum,259,5273.69,20.36,1,0,1.03
2024-03-24,Electronics,Smart Speaker,12,1790.66,149.22,0,0,1.15
2024-03-24,Groceries,Organic Cereal,445,2034.05,4.57,0,0,0.97
2024-03-24,Clothing,Running Shoes,96,5481.82,57.1,0,0,1.05
2024-03-24,Books,Business Book,131,3143.06,23.99,0,0,0.87
2024-03-24,Furniture,Office Chair,17,2152.95,126.64,0,0,0.97
2024-03-24,Toys,Building Blocks,79,2766.62,35.02,0,0,0.94
2024-03-24,Sports,Yoga Mat,50,2217.17,44.34,0,0,0.95
2024-03-24,Beauty,Face Serum,237,4603.03,19.42,0,0,1.0
2024-03-25,Electronics,Smart Speaker,17,2553.11,150.18,0,0,1.06
2024-03-25,Groceries,Organic Cereal,437,2125.49,4.86,0,0,1.03
2024-03-25,Clothing,Running Shoes,68,4095.09,60.22,0,0,1.0
2024-03-25,Books,Business Book,110,2793.45,25.39,0,0,1.01
2024-03-25,Furniture,Office Chair,11,1289.47,117.22,0,0,1.16
2024-03-25,Toys,Building Blocks,48,1792.0,37.33,0,0,1.08
2024-03-25,Sports,Yoga Mat,49,2181.87,44.53,0,0,0.81
2024-03-25,Beauty,Face Serum,179,3796.18,21.21,0,0,1.03
2024-03-26,Electronics,Smart Speaker,14,2102.45,150.18,0,0,0.96
2024-03-26,Groceries,Organic Cereal,375,1984.14,5.29,0,0,0.9
2024-03-26,Clothing,Running Shoes,103,6051.56,58.75,0,0,0.9
2024-03-26,Books,Business Book,89,2155.04,24.21,0,0,1.01
2024-03-26,Furniture,Office Chair,8,881.61,110.2,0,0,1.13
2024-03-26,Toys,Building Blocks,84,2999.65,35.71,0,0,0.91
2024-03-26,Sports,Yoga Mat,52,2394.29,46.04,0,0,0.96
2024-03-26,Beauty,Face Serum,208,4050.38,19.47,0,0,1.17
2024-03-27,Electronics,Smart Speaker,13,2106.64,162.05,0,0,1.17
2024-03-27,Groceries,Organic Cereal,350,1783.29,5.1,0,0,0.95
2024-03-27,Clothing,Running Shoes,74,4610.81,62.31,0,0,0.87
2024-03-27,Books,Business Book,105,2872.67,27.36,0,0,0.95
2024-03-27,Furniture,Office Chair,10,1253.92,125.39,0,0,1.13
2024-03-27,Toys,Building Blocks,71,2512.9,35.39,0,0,1.03
2024-03-27,Sports,Yoga Mat,58,2613.33,45.06,0,0,1.12
2024-03-27,Beauty,Face Serum,198,3855.3,19.47,0,0,1.07
2024-03-28,Electronics,Smart Speaker,26,3425.74,131.76,0,0,1.05
2024-03-28,Groceries,Organic Cereal,394,1922.59,4.88,0,0,1.15
2024-03-28,Clothing,Running Shoes,92,5249.64,57.06,0,0,1.01
2024-03-28,Books,Business Book,103,2444.66,23.73,0,0,1.11
2024-03-28,Furniture,Office Chair,5,527.17,105.43,0,0,0.96
2024-03-28,Toys,Building Blocks,76,2844.66,37.43,0,0,0.99
2024-03-28,Sports,Yoga Mat,71,3279.29,46.19,0,0,0.99
2024-03-28,Beauty,Face Serum,200,4263.66,21.32,0,0,1.01
2024-03-29,Electronics,Smart Speaker,9,1435.67,159.52,0,0,0.96
2024-03-29,Groceries,Organic Cereal,366,1942.06,5.31,0,0,1.02
